Project ID,LOC,FP,UCP,Effort (person-hours),Development Time (months),Team Size,Project Type,Language Type,Primary Programming Language,Count Approach,Application Group,Application Type,Development Type,Defect Density,Productivity,Schedule
5349,19.56,978,1014.02,18720,9,13,Enterprise,4GL,Oracle Forms,NESMA,Real-Time Application,IT Management,New Development,0.31,8.359,9
5350,12.4,155,152.86,9600,15,4,Web,3GL,.Net,FiSMA,Mathematically Intensive Application,E-Business,Other,3.88,2.583,15
5351,39.0,661,624.96,5760,6,6,Web,3GL,C#,FiSMA,Mathematically Intensive Application,Internet Banking,New Development,1.77,18.361,6
5352,8.28,637,651.93,11520,18,4,Enterprise,4GL,SQL,FiSMA,Infrastructure Software,Human Resources,Not Defined,0.27,8.847,18
5353,47.97,813,790.15,5600,5,7,Web,3GL,C#,NESMA,Real-Time Application,E-Business,New Development,4.0,23.229,5
5354,10.76,828,901.5,35360,17,13,Enterprise,4GL,SQL,COSMIC,Real-Time Application,E-Business,New Development,1.28,3.747,17
5355,60.72,759,731.53,10240,16,4,Mobile,3GL,PHP,IFPUG 4+,Mathematically Intensive Application,Transaction System,Re-development,3.96,11.859,16
5356,10.34,517,525.05,11200,10,7,Enterprise,4GL,ABAP,FiSMA,Infrastructure Software,Human Resources,Not Defined,0.9,7.386,10
5357,36.8,460,457.56,7040,11,4,Mobile,3GL,PHP,FiSMA,Infrastructure Software,IT Management,Not Defined,2.72,10.455,11
5358,23.44,293,269.74,27040,13,13,Web,3GL,.Net,IFPUG 4+,Infrastructure Software,Transaction System,Re-development,4.12,1.734,13
5359,8.0,400,426.54,19040,17,7,Enterprise,4GL,ABAP,FiSMA,Real-Time Application,Internet Banking,Not Defined,1.07,3.361,17
5360,35.22,238,223.29,16320,17,6,Web,3GL,C,COSMIC,Business Application,Internet Banking,New Development,0.98,2.333,17
5361,14.15,283,262.32,4480,4,7,Web,3GL,Visual Basic,NESMA,Infrastructure Software,Air Traffic Management,Not Defined,4.79,10.107,4
5362,24.54,409,429.11,2240,7,2,Mobile,3GL,Java,NESMA,Real-Time Application,Transaction System,Enhancement,3.42,29.214,7
5363,49.84,623,586.81,24640,11,14,Web,3GL,Javascript,COSMIC,Real-Time Application,Internet Banking,Other,1.65,4.045,11
5364,38.72,484,486.4,6400,8,5,Mobile,3GL,Python,FiSMA,Business Application,Website,Re-development,1.25,12.1,8
5365,66.6,450,459.27,6400,10,4,Embedded,3GL,C,COSMIC,Mathematically Intensive Application,E-Business,Other,1.77,11.25,10
5366,56.08,701,679.01,20160,9,14,Web,3GL,PHP,FiSMA,Business Application,Website,New Development,1.03,5.563,9
5367,54.36,906,897.95,29120,14,13,Web,3GL,Java,NESMA,Mathematically Intensive Application,Internet Banking,New Development,2.63,4.978,14
5368,57.44,718,698.13,7680,16,3,Mobile,3GL,.Net,FiSMA,Mathematically Intensive Application,Air Traffic Management,Not Defined,4.92,14.958,16
5369,103.9,702,663.7,7680,16,3,Embedded,3GL,C,IFPUG 4+,Real-Time Application,Air Traffic Management,Not Defined,4.57,14.625,16
5370,21.2,424,461.19,7200,5,9,Enterprise,3GL,Visual Basic,FiSMA,Business Application,Transaction System,Enhancement,0.94,9.422,5
5371,5.58,279,302.26,6400,4,10,Enterprise,4GL,PowerBuilder,NESMA,Mathematically Intensive Application,Transaction System,Enhancement,0.39,6.975,4
5372,55.12,689,649.81,9600,12,5,Web,3GL,Javascript,FiSMA,Real-Time Application,Air Traffic Management,Not Defined,1.97,11.483,12
5373,6.02,463,480.01,14400,10,9,Enterprise,4GL,SQL,IFPUG 4+,Business Application,IT Management,New Development,0.25,5.144,10
5374,6.54,109,117.05,14400,18,5,Embedded,3GL,Java,FiSMA,Mathematically Intensive Application,IT Management,Other,4.89,1.211,18
5375,79.44,993,1030.07,13440,7,12,Enterprise,3GL,ASP.Net,COSMIC,Infrastructure Software,Transaction System,New Development,2.96,11.821,7
5376,46.62,777,797.08,2400,3,5,Embedded,3GL,Java,COSMIC,Infrastructure Software,IT Management,Re-development,1.5,51.8,3
5377,33.57,569,512.56,2400,5,3,Embedded,3GL,C#,IFPUG 4+,Business Application,E-Business,Not Defined,0.47,37.933,5
5378,67.12,839,810.83,21760,17,8,Web,3GL,Javascript,IFPUG 4+,Infrastructure Software,Human Resources,Other,1.81,6.169,17
5379,59.84,748,748.25,10240,8,8,Enterprise,3GL,ASP.Net,NESMA,Real-Time Application,E-Business,Enhancement,2.24,11.688,8
5380,53.04,663,659.92,40320,18,14,Web,3GL,.Net,FiSMA,Mathematically Intensive Application,E-Business,Re-development,2.04,2.631,18
5381,15.96,266,275.75,14400,18,5,Mobile,3GL,Java,FiSMA,Mathematically Intensive Application,Internet Banking,Enhancement,4.64,2.956,18
5382,30.3,505,500.58,3200,5,4,Mobile,3GL,Java,NESMA,Infrastructure Software,Human Resources,Other,4.34,25.25,5
5383,61.28,766,839.79,3840,6,4,Embedded,3GL,ASP.Net,NESMA,Real-Time Application,Website,Other,1.68,31.917,6
5384,22.8,380,377.93,24640,14,11,Web,3GL,Java,IFPUG 4+,Infrastructure Software,IT Management,Re-development,1.14,2.468,14
5385,66.16,827,786.51,1920,4,3,Embedded,3GL,.Net,NESMA,Real-Time Application,E-Business,New Development,3.74,68.917,4
5386,10.04,502,517.38,20160,14,9,Enterprise,4GL,Oracle Forms,IFPUG 4+,Real-Time Application,E-Business,Other,0.9,3.984,14
5387,5.08,391,407.69,12960,9,9,Enterprise,4GL,SQL,NESMA,Business Application,E-Business,Not Defined,0.3,4.827,9
5388,17.46,296,276.13,29120,14,13,Web,3GL,C#,FiSMA,Real-Time Application,Transaction System,Re-development,2.87,1.626,14
5389,34.1,578,634.59,12000,15,5,Embedded,3GL,C#,IFPUG 4+,Infrastructure Software,E-Business,Other,2.72,7.707,15
5390,17.92,224,238.54,2560,4,4,Embedded,3GL,ASP.Net,FiSMA,Infrastructure Software,Human Resources,Re-development,1.83,14.0,4
5391,58.86,981,1017.53,6400,8,5,Embedded,3GL,Java,FiSMA,Infrastructure Software,Air Traffic Management,Not Defined,2.64,24.525,8
5392,48.08,601,573.24,9600,12,5,Embedded,3GL,.Net,NESMA,Real-Time Application,E-Business,New Development,1.51,10.017,12
5393,41.2,515,488.39,11200,14,5,Embedded,3GL,Python,IFPUG 4+,Infrastructure Software,Transaction System,Enhancement,4.19,7.357,14
5394,50.24,628,587.11,2560,8,2,Mobile,3GL,ASP.Net,IFPUG 4+,Infrastructure Software,E-Business,Other,3.3,39.25,8
5395,62.96,787,747.63,4320,3,9,Web,3GL,Python,COSMIC,Infrastructure Software,IT Management,Not Defined,3.77,29.148,3
5396,7.6,152,140.62,7200,15,3,Web,3GL,Visual Basic,NESMA,Real-Time Application,IT Management,New Development,2.59,3.378,15
5397,20.72,259,260.39,6400,10,4,Mobile,3GL,Python,NESMA,Mathematically Intensive Application,Human Resources,Enhancement,1.48,6.475,10
5398,9.85,197,212.71,5760,18,2,Mobile,3GL,Visual Basic,FiSMA,Real-Time Application,E-Business,Not Defined,4.88,5.472,18
5399,7.76,388,426.16,4320,3,9,Enterprise,4GL,Oracle Forms,IFPUG 4+,Business Application,Internet Banking,New Development,0.63,14.37,3
5400,42.32,529,537.37,8800,11,5,Mobile,3GL,Javascript,IFPUG 4+,Business Application,IT Management,New Development,0.74,9.618,11
5401,34.48,431,414.71,2400,5,3,Mobile,3GL,Javascript,IFPUG 4+,Real-Time Application,Human Resources,Not Defined,2.28,28.733,5
5402,41.76,696,725.9,3520,11,2,Mobile,3GL,C++,IFPUG 4+,Real-Time Application,Internet Banking,New Development,4.59,31.636,11
5403,65.12,814,789.72,11520,18,4,Mobile,3GL,.Net,FiSMA,Infrastructure Software,Human Resources,Not Defined,1.02,11.306,18
5404,48.24,603,573.55,4320,9,3,Embedded,3GL,.Net,NESMA,Real-Time Application,Human Resources,Enhancement,4.64,22.333,9
5405,21.28,266,288.71,10240,16,4,Embedded,3GL,ASP.Net,IFPUG 4+,Real-Time Application,Internet Banking,Re-development,4.95,4.156,16
5406,22.64,283,307.06,5760,9,4,Enterprise,3GL,PHP,FiSMA,Real-Time Application,Air Traffic Management,Not Defined,3.36,7.861,9
5407,54.88,686,661.94,2400,5,3,Embedded,3GL,PHP,FiSMA,Mathematically Intensive Application,E-Business,Other,1.37,45.733,5
5408,10.48,131,132.89,7680,16,3,Mobile,3GL,Python,IFPUG 4+,Real-Time Application,Website,Re-development,3.76,2.729,16
5409,50.64,633,642.93,5760,18,2,Embedded,3GL,Javascript,FiSMA,Business Application,Internet Banking,New Development,0.29,17.583,18
5410,62.24,778,820.84,3840,12,2,Mobile,3GL,.Net,FiSMA,Infrastructure Software,Internet Banking,Enhancement,1.62,32.417,12
5411,31.26,521,472.05,7200,9,5,Web,3GL,C++,NESMA,Infrastructure Software,IT Management,Other,4.23,11.578,9
5412,86.14,582,558.13,8320,13,4,Mobile,3GL,C,COSMIC,Infrastructure Software,Internet Banking,Not Defined,1.75,11.192,13
5413,17.84,892,958.63,6240,13,3,Enterprise,4GL,ABAP,NESMA,Infrastructure Software,Air Traffic Management,New Development,0.51,22.872,13
5414,17.28,216,211.06,24640,11,14,Web,3GL,Javascript,FiSMA,Business Application,Human Resources,Not Defined,0.22,1.403,11
5415,76.48,956,866.1,4480,7,4,Mobile,3GL,ASP.Net,IFPUG 4+,Real-Time Application,Website,Re-development,1.3,34.143,7
5416,19.2,320,345.42,4480,7,4,Mobile,3GL,C++,FiSMA,Real-Time Application,IT Management,Not Defined,3.16,11.429,7
5417,6.2,310,313.9,5120,4,8,Enterprise,4GL,ABAP,COSMIC,Real-Time Application,Internet Banking,Other,0.67,9.688,4
5418,51.36,347,334.25,8160,17,3,Web,3GL,C,FiSMA,Infrastructure Software,IT Management,Not Defined,2.89,6.804,17
5419,57.36,956,957.99,6400,8,5,Mobile,3GL,Java,COSMIC,Real-Time Application,IT Management,Enhancement,3.69,23.9,8
5420,60.0,750,815.49,7680,16,3,Mobile,3GL,.Net,COSMIC,Infrastructure Software,Website,Re-development,3.13,15.625,16
5421,52.44,874,931.1,5120,16,2,Embedded,3GL,C++,COSMIC,Real-Time Application,Air Traffic Management,Enhancement,3.18,27.312,16
5422,21.3,355,386.45,2400,5,3,Embedded,3GL,C++,COSMIC,Mathematically Intensive Application,Internet Banking,Other,1.19,23.667,5
5423,44.01,746,729.26,5760,9,4,Mobile,3GL,C#,IFPUG 4+,Infrastructure Software,Internet Banking,Enhancement,4.55,20.722,9
5424,52.98,358,347.25,960,3,2,Embedded,3GL,C,IFPUG 4+,Mathematically Intensive Application,Air Traffic Management,Enhancement,4.14,59.667,3
5425,38.92,263,281.44,8320,4,13,Enterprise,3GL,C,COSMIC,Real-Time Application,E-Business,Re-development,2.74,5.058,4
5426,47.1,785,708.05,7200,15,3,Mobile,3GL,Java,COSMIC,Infrastructure Software,Human Resources,New Development,2.57,17.444,15
5427,69.12,864,788.76,8320,13,4,Mobile,3GL,Python,FiSMA,Mathematically Intensive Application,IT Management,New Development,2.09,16.615,13
5428,75.84,948,915.65,1280,4,2,Mobile,3GL,ASP.Net,NESMA,Business Application,Transaction System,Not Defined,0.98,118.5,4
5429,70.32,879,917.0,10400,13,5,Mobile,3GL,Javascript,IFPUG 4+,Mathematically Intensive Application,Internet Banking,New Development,4.73,13.523,13
5430,49.44,618,667.82,4800,15,2,Embedded,3GL,PHP,NESMA,Business Application,Human Resources,Not Defined,1.2,20.6,15
5431,4.7,235,243.49,14560,13,7,Enterprise,4GL,ABAP,FiSMA,Mathematically Intensive Application,Human Resources,Enhancement,1.05,2.582,13
5432,52.72,659,621.24,24480,17,9,Web,3GL,ASP.Net,NESMA,Infrastructure Software,IT Management,Other,4.39,4.307,17
5433,37.36,467,460.84,5440,17,2,Mobile,3GL,PHP,FiSMA,Business Application,Transaction System,Enhancement,0.42,13.735,17
5434,13.2,165,171.95,1920,4,3,Mobile,3GL,Javascript,COSMIC,Real-Time Application,Website,Other,4.8,13.75,4
5435,69.36,867,949.06,3200,4,5,Enterprise,3GL,.Net,COSMIC,Infrastructure Software,Human Resources,Other,3.92,43.35,4
5436,42.0,700,694.74,13600,17,5,Web,3GL,Java,NESMA,Real-Time Application,Human Resources,Other,4.3,8.235,17
5437,33.9,565,592.99,2560,4,4,Mobile,3GL,Java,IFPUG 4+,Mathematically Intensive Application,E-Business,Enhancement,4.4,35.312,4
5438,36.82,624,644.06,3840,6,4,Mobile,3GL,C#,FiSMA,Real-Time Application,Transaction System,Re-development,4.2,26.0,6
5439,16.72,113,103.0,15840,9,11,Web,3GL,C,COSMIC,Mathematically Intensive Application,E-Business,Not Defined,2.08,1.141,9
5440,43.52,544,544.38,4480,14,2,Embedded,3GL,PHP,NESMA,Business Application,IT Management,Not Defined,0.99,19.429,14
5441,33.6,420,386.95,4320,9,3,Mobile,3GL,.Net,NESMA,Real-Time Application,IT Management,New Development,1.25,15.556,9
5442,44.5,890,975.71,5760,9,4,Enterprise,3GL,Visual Basic,NESMA,Infrastructure Software,Air Traffic Management,Other,2.35,24.722,9
5443,6.55,111,120.66,12800,8,10,Enterprise,3GL,C#,IFPUG 4+,Infrastructure Software,Website,Re-development,3.12,1.387,8
5444,40.8,510,468.41,4160,13,2,Mobile,3GL,.Net,COSMIC,Real-Time Application,IT Management,Enhancement,1.34,19.615,13
5445,20.95,355,379.32,2880,6,3,Mobile,3GL,C#,FiSMA,Mathematically Intensive Application,Website,Not Defined,1.87,19.722,6
5446,64.56,807,754.51,2400,3,5,Mobile,3GL,Javascript,FiSMA,Infrastructure Software,Website,Not Defined,2.55,53.8,3
5447,37.5,750,785.02,9600,15,4,Mobile,3GL,Visual Basic,FiSMA,Mathematically Intensive Application,Website,Re-development,3.37,12.5,15
5448,59.94,999,925.28,17920,16,7,Web,3GL,Java,FiSMA,Mathematically Intensive Application,Internet Banking,Re-development,4.66,8.92,16
5449,49.28,616,647.32,1600,5,2,Embedded,3GL,ASP.Net,NESMA,Mathematically Intensive Application,Air Traffic Management,New Development,3.95,61.6,5
5450,132.16,893,948.05,6400,8,5,Embedded,3GL,C,NESMA,Infrastructure Software,E-Business,New Development,3.74,22.325,8
5451,35.93,609,591.77,8640,18,3,Mobile,3GL,C#,IFPUG 4+,Infrastructure Software,Human Resources,Not Defined,1.37,11.278,18
5452,70.96,887,974.16,8960,14,4,Mobile,3GL,PHP,NESMA,Infrastructure Software,Human Resources,Enhancement,1.84,15.839,14
5453,23.6,295,306.17,5760,6,6,Enterprise,3GL,Javascript,COSMIC,Infrastructure Software,Air Traffic Management,Enhancement,2.93,8.194,6
5454,47.28,591,599.0,7200,5,9,Enterprise,3GL,Javascript,FiSMA,Infrastructure Software,Website,New Development,3.81,13.133,5
5455,70.08,876,894.53,4160,13,2,Embedded,3GL,PHP,IFPUG 4+,Business Application,Website,New Development,1.5,33.692,13
5456,37.55,751,714.31,20800,13,10,Web,3GL,Visual Basic,IFPUG 4+,Mathematically Intensive Application,Website,Other,3.01,5.777,13
5457,24.32,304,315.63,10880,17,4,Embedded,3GL,PHP,IFPUG 4+,Real-Time Application,Air Traffic Management,Enhancement,1.17,4.471,17
5458,19.76,247,230.39,3200,5,4,Embedded,3GL,.Net,FiSMA,Real-Time Application,Internet Banking,Other,3.95,12.35,5
5459,51.84,648,600.38,4800,6,5,Mobile,3GL,Javascript,FiSMA,Mathematically Intensive Application,Human Resources,Re-development,2.45,21.6,6
5460,56.24,703,690.0,14400,10,9,Web,3GL,Javascript,NESMA,Business Application,Internet Banking,Other,1.33,7.811,10
5461,15.9,318,299.6,17280,18,6,Web,3GL,Visual Basic,COSMIC,Real-Time Application,E-Business,Not Defined,4.6,2.944,18
5462,74.24,928,936.35,6720,3,14,Enterprise,3GL,ASP.Net,IFPUG 4+,Business Application,Transaction System,Re-development,1.36,22.095,3
5463,7.5,125,133.74,3200,4,5,Embedded,3GL,Java,FiSMA,Real-Time Application,IT Management,Other,2.36,6.25,4
5464,4.72,236,253.19,12480,13,6,Enterprise,4GL,PowerBuilder,COSMIC,Infrastructure Software,Website,Not Defined,0.75,3.026,13
5465,41.6,520,517.34,7200,15,3,Web,3GL,ASP.Net,COSMIC,Business Application,Human Resources,Re-development,1.19,11.556,15
5466,12.0,150,160.4,2240,7,2,Embedded,3GL,PHP,FiSMA,Business Application,Website,Enhancement,0.21,10.714,7
5467,61.12,764,694.75,10240,16,4,Embedded,3GL,Python,FiSMA,Real-Time Application,IT Management,New Development,2.77,11.938,16
5468,76.24,953,999.68,4800,15,2,Mobile,3GL,Javascript,FiSMA,Infrastructure Software,Internet Banking,Re-development,1.85,31.767,15
5469,7.54,377,396.42,4320,3,9,Enterprise,4GL,PowerBuilder,FiSMA,Infrastructure Software,Website,New Development,1.03,13.963,3
5470,47.4,790,823.11,960,3,2,Embedded,3GL,C++,FiSMA,Business Application,Air Traffic Management,Enhancement,0.74,131.667,3
5471,29.92,374,351.26,7200,9,5,Web,3GL,Python,NESMA,Mathematically Intensive Application,IT Management,Other,1.81,8.311,9
5472,12.96,162,174.95,10400,13,5,Mobile,3GL,.Net,COSMIC,Mathematically Intensive Application,Internet Banking,Enhancement,4.89,2.492,13
5473,2.66,133,133.36,31680,18,11,Enterprise,4GL,PowerBuilder,FiSMA,Infrastructure Software,E-Business,Enhancement,1.09,0.672,18
5474,24.72,309,288.19,10880,17,4,Web,3GL,ASP.Net,NESMA,Business Application,Internet Banking,Enhancement,0.89,4.544,17
5475,17.05,289,288.95,3200,10,2,Embedded,3GL,C#,IFPUG 4+,Business Application,Air Traffic Management,Re-development,0.39,14.45,10
5476,10.84,542,547.82,11520,8,9,Enterprise,4GL,ABAP,NESMA,Real-Time Application,E-Business,Re-development,0.35,7.528,8
5477,29.1,485,463.89,8800,5,11,Web,3GL,Java,NESMA,Real-Time Application,Transaction System,Not Defined,4.02,8.818,5
5478,12.47,959,1014.59,14400,18,5,Enterprise,4GL,SQL,IFPUG 4+,Real-Time Application,E-Business,Enhancement,1.36,10.656,18
5479,14.22,241,219.83,4800,15,2,Mobile,3GL,C#,FiSMA,Business Application,Internet Banking,Enhancement,1.5,8.033,15
5480,76.24,953,912.84,5440,17,2,Embedded,3GL,ASP.Net,FiSMA,Real-Time Application,Human Resources,Other,4.43,28.029,17
5481,18.85,377,349.13,19360,11,11,Web,3GL,Visual Basic,IFPUG 4+,Business Application,Internet Banking,Re-development,0.6,3.116,11
5482,8.48,106,95.86,13440,14,6,Web,3GL,ASP.Net,COSMIC,Infrastructure Software,Air Traffic Management,Re-development,3.29,1.262,14
5483,65.6,820,860.03,3840,12,2,Mobile,3GL,Python,NESMA,Real-Time Application,E-Business,New Development,1.92,34.167,12
5484,64.96,812,888.84,8000,10,5,Mobile,3GL,Python,FiSMA,Mathematically Intensive Application,Human Resources,New Development,1.78,16.24,10
5485,37.62,627,600.24,10880,17,4,Web,3GL,C++,FiSMA,Real-Time Application,Air Traffic Management,Other,4.09,9.221,17
5486,55.99,949,944.25,11200,10,7,Web,3GL,C#,IFPUG 4+,Business Application,Air Traffic Management,Re-development,1.03,13.557,10
5487,17.23,292,295.14,33280,16,13,Enterprise,3GL,C#,IFPUG 4+,Mathematically Intensive Application,Website,New Development,3.64,1.404,16
5488,28.38,481,478.06,6400,10,4,Embedded,3GL,C#,FiSMA,Business Application,Air Traffic Management,Not Defined,1.24,12.025,10
5489,10.22,511,512.75,9600,6,10,Enterprise,4GL,ABAP,FiSMA,Business Application,Website,New Development,1.22,8.517,6
5490,20.7,414,396.28,1440,3,3,Mobile,3GL,Visual Basic,NESMA,Real-Time Application,E-Business,Other,4.86,46.0,3
5491,23.84,298,315.65,10880,17,4,Embedded,3GL,Javascript,IFPUG 4+,Real-Time Application,E-Business,Other,3.1,4.382,17
5492,50.0,625,563.48,17280,12,9,Web,3GL,.Net,COSMIC,Infrastructure Software,Human Resources,Enhancement,3.0,5.787,12
5493,4.67,359,392.89,3840,6,4,Enterprise,4GL,SQL,NESMA,Business Application,Air Traffic Management,Other,0.29,14.958,6
5494,57.54,959,984.26,3200,5,4,Mobile,3GL,Java,COSMIC,Business Application,Internet Banking,Enhancement,0.75,47.95,5
5495,13.52,676,739.98,7200,15,3,Enterprise,4GL,Oracle Forms,COSMIC,Business Application,Website,Re-development,0.23,15.022,15
5496,51.06,345,312.34,3840,6,4,Web,3GL,C,COSMIC,Real-Time Application,Internet Banking,New Development,2.15,14.375,6
5497,62.16,777,804.7,7680,16,3,Embedded,3GL,Javascript,FiSMA,Mathematically Intensive Application,IT Management,Enhancement,4.07,16.188,16
5498,46.64,583,600.73,4320,9,3,Embedded,3GL,.Net,IFPUG 4+,Real-Time Application,IT Management,New Development,4.73,21.593,9
5499,42.72,712,649.23,25600,16,10,Web,3GL,C++,NESMA,Infrastructure Software,Human Resources,New Development,3.27,4.45,16
5500,89.98,608,599.7,4000,5,5,Mobile,3GL,C,NESMA,Mathematically Intensive Application,E-Business,Not Defined,4.11,24.32,5
5501,11.38,875,906.27,10560,11,6,Enterprise,4GL,SQL,COSMIC,Business Application,E-Business,Other,1.44,13.258,11
5502,117.07,791,733.0,5440,17,2,Embedded,3GL,C,IFPUG 4+,Business Application,E-Business,Enhancement,0.71,23.265,17
5503,33.7,674,700.33,1920,3,4,Mobile,3GL,Visual Basic,COSMIC,Infrastructure Software,E-Business,Enhancement,2.14,56.167,3
5504,3.18,159,174.12,13600,17,5,Enterprise,4GL,PowerBuilder,COSMIC,Business Application,IT Management,Enhancement,0.45,1.871,17
5505,57.11,968,931.28,3520,11,2,Mobile,3GL,C#,FiSMA,Mathematically Intensive Application,Website,Not Defined,1.3,44.0,11
5506,62.6,423,388.23,12960,9,9,Web,3GL,C,NESMA,Business Application,Website,Not Defined,0.62,5.222,9
5507,68.4,855,854.93,3840,8,3,Web,3GL,.Net,FiSMA,Business Application,Transaction System,Enhancement,1.05,35.625,8
5508,58.0,983,892.82,7680,12,4,Web,3GL,C#,COSMIC,Business Application,Internet Banking,Enhancement,0.48,20.479,12
5509,49.28,333,332.58,7200,15,3,Embedded,3GL,C,IFPUG 4+,Real-Time Application,Internet Banking,Re-development,1.31,7.4,15
5510,39.28,491,460.89,12800,16,5,Web,3GL,Python,IFPUG 4+,Mathematically Intensive Application,Transaction System,Not Defined,4.45,6.138,16
5511,72.88,911,837.23,16640,8,13,Web,3GL,Python,IFPUG 4+,Real-Time Application,E-Business,Re-development,3.45,8.76,8
5512,55.44,693,673.09,12800,8,10,Web,3GL,Python,COSMIC,Mathematically Intensive Application,IT Management,Other,4.78,8.662,8
5513,10.56,528,569.34,3360,7,3,Enterprise,4GL,ABAP,IFPUG 4+,Real-Time Application,E-Business,Other,0.55,25.143,7
5514,8.08,101,105.0,22880,13,11,Enterprise,3GL,Python,IFPUG 4+,Real-Time Application,Internet Banking,Enhancement,1.83,0.706,13
5515,59.92,749,822.22,9600,15,4,Embedded,3GL,.Net,FiSMA,Real-Time Application,IT Management,Other,1.18,12.483,15
5516,40.85,817,744.65,5760,9,4,Mobile,3GL,Visual Basic,FiSMA,Business Application,IT Management,Re-development,0.96,22.694,9
5517,37.05,741,670.33,6400,10,4,Mobile,3GL,Visual Basic,FiSMA,Business Application,Transaction System,Enhancement,0.44,18.525,10
5518,18.32,229,216.09,10080,9,7,Web,3GL,.Net,FiSMA,Real-Time Application,Internet Banking,Not Defined,4.55,3.635,9
5519,25.92,432,431.75,2400,5,3,Embedded,3GL,C++,FiSMA,Infrastructure Software,Human Resources,Other,1.77,28.8,5
5520,12.06,603,611.67,16800,15,7,Enterprise,4GL,PowerBuilder,IFPUG 4+,Mathematically Intensive Application,Air Traffic Management,New Development,1.16,5.743,15
5521,44.32,554,532.29,11200,10,7,Web,3GL,PHP,FiSMA,Real-Time Application,Air Traffic Management,Other,2.65,7.914,10
5522,7.85,133,133.89,5760,12,3,Embedded,3GL,C#,NESMA,Mathematically Intensive Application,Human Resources,Not Defined,4.19,3.694,12
5523,1.64,126,137.38,14400,18,5,Enterprise,4GL,SQL,COSMIC,Real-Time Application,Air Traffic Management,Other,0.89,1.4,18
5524,44.72,559,519.48,8000,10,5,Embedded,3GL,PHP,IFPUG 4+,Business Application,Internet Banking,Not Defined,0.57,11.18,10
5525,58.8,980,928.08,14400,18,5,Embedded,3GL,C++,NESMA,Real-Time Application,E-Business,Enhancement,3.13,10.889,18
5526,12.44,622,635.73,3840,4,6,Enterprise,4GL,Oracle Forms,FiSMA,Real-Time Application,Website,Other,0.51,25.917,4
5527,49.44,618,607.36,7200,9,5,Embedded,3GL,Javascript,IFPUG 4+,Business Application,IT Management,Re-development,0.57,13.733,9
5528,43.5,725,716.22,2880,6,3,Embedded,3GL,C++,NESMA,Real-Time Application,Internet Banking,Re-development,4.91,40.278,6
5529,32.58,543,488.83,3200,4,5,Web,3GL,C++,IFPUG 4+,Mathematically Intensive Application,Internet Banking,Not Defined,1.32,27.15,4
5530,58.2,970,999.41,8000,10,5,Mobile,3GL,Java,IFPUG 4+,Infrastructure Software,Transaction System,Enhancement,1.91,19.4,10
5531,2.42,121,130.97,24640,14,11,Enterprise,4GL,Oracle Forms,FiSMA,Infrastructure Software,Transaction System,Not Defined,0.7,0.786,14
5532,88.8,600,559.64,17280,12,9,Web,3GL,C,FiSMA,Mathematically Intensive Application,Website,Not Defined,4.08,5.556,12
5533,19.68,246,228.96,12480,6,13,Web,3GL,Javascript,COSMIC,Business Application,Transaction System,New Development,1.34,3.154,6
5534,116.03,784,856.71,24640,11,14,Enterprise,3GL,C,FiSMA,Infrastructure Software,Transaction System,Enhancement,1.61,5.091,11
5535,21.9,365,362.73,6400,4,10,Web,3GL,Java,IFPUG 4+,Mathematically Intensive Application,Transaction System,Not Defined,3.42,9.125,4
5536,43.52,544,505.5,5600,5,7,Web,3GL,ASP.Net,COSMIC,Mathematically Intensive Application,Human Resources,Enhancement,1.49,15.543,5
5537,29.46,491,531.98,11200,14,5,Mobile,3GL,C++,COSMIC,Business Application,E-Business,Other,0.49,7.014,14
5538,58.98,983,917.47,9600,10,6,Web,3GL,C++,FiSMA,Mathematically Intensive Application,Human Resources,Enhancement,3.46,16.383,10
5539,58.88,736,725.82,15680,7,14,Web,3GL,.Net,IFPUG 4+,Mathematically Intensive Application,Internet Banking,New Development,2.52,7.51,7
5540,23.12,289,308.62,3840,8,3,Embedded,3GL,Python,COSMIC,Mathematically Intensive Application,Human Resources,Enhancement,3.09,12.042,8
5541,15.52,194,198.97,3200,4,5,Embedded,3GL,Javascript,COSMIC,Mathematically Intensive Application,E-Business,Enhancement,3.35,9.7,4
5542,27.43,465,434.96,13440,7,12,Web,3GL,C#,NESMA,Infrastructure Software,Air Traffic Management,New Development,2.31,5.536,7
5543,49.44,618,657.88,9600,15,4,Mobile,3GL,Javascript,IFPUG 4+,Business Application,Human Resources,New Development,1.5,10.3,15
5544,34.25,685,626.23,14560,13,7,Web,3GL,Visual Basic,NESMA,Infrastructure Software,Internet Banking,Re-development,2.34,7.527,13
5545,58.48,731,746.64,12800,16,5,Mobile,3GL,PHP,FiSMA,Real-Time Application,Website,Other,2.11,9.137,16
5546,28.62,477,490.35,1920,3,4,Embedded,3GL,Java,FiSMA,Mathematically Intensive Application,Website,Not Defined,1.88,39.75,3
5547,54.0,675,708.73,3520,11,2,Embedded,3GL,.Net,FiSMA,Infrastructure Software,IT Management,Enhancement,1.4,30.682,11
5548,4.3,215,232.94,15680,7,14,Enterprise,4GL,Oracle Forms,COSMIC,Real-Time Application,Internet Banking,Enhancement,1.26,2.194,7
5549,14.62,731,757.82,14400,9,10,Enterprise,4GL,Oracle Forms,COSMIC,Mathematically Intensive Application,Air Traffic Management,Re-development,1.07,8.122,9
5550,56.23,953,925.24,27200,17,10,Web,3GL,C#,NESMA,Infrastructure Software,Website,New Development,4.42,5.606,17
