Project ID,LOC,FP,UCP,Effort (person-hours),Development Time (months),Team Size,Project Type,Language Type,Primary Programming Language,Count Approach,Application Group,Application Type,Development Type,Defect Density,Productivity,Schedule
2828,6.78,113,111.13,7200,9,5,Mobile,3GL,Java,IFPUG 4+,Mathematically Intensive Application,IT Management,Enhancement,4.44,2.511,9
2829,8.26,413,436.36,21120,12,11,Enterprise,4GL,ABAP,COSMIC,Mathematically Intensive Application,Human Resources,Not Defined,1.28,3.129,12
2830,47.68,596,588.21,12800,16,5,Mobile,3GL,ASP.Net,NESMA,Infrastructure Software,Website,Enhancement,4.71,7.45,16
2831,18.45,369,368.42,4800,6,5,Embedded,3GL,Visual Basic,COSMIC,Infrastructure Software,Transaction System,Other,1.81,12.3,6
2832,6.21,478,514.57,24640,14,11,Enterprise,4GL,SQL,NESMA,Mathematically Intensive Application,Transaction System,New Development,0.61,3.104,14
2833,74.88,936,989.57,4800,10,3,Embedded,3GL,Python,FiSMA,Real-Time Application,Internet Banking,Other,1.4,31.2,10
2834,17.48,874,950.92,8000,5,10,Enterprise,4GL,ABAP,NESMA,Mathematically Intensive Application,Internet Banking,Re-development,1.44,17.48,5
2835,86.88,587,573.27,3840,8,3,Mobile,3GL,C,COSMIC,Mathematically Intensive Application,Human Resources,Other,2.79,24.458,8
2836,51.12,639,598.5,23040,18,8,Web,3GL,Python,IFPUG 4+,Business Application,IT Management,Other,0.99,4.438,18
2837,11.46,191,208.98,5280,11,3,Embedded,3GL,C++,IFPUG 4+,Infrastructure Software,Website,Re-development,1.73,5.788,11
2838,57.52,719,790.54,3200,5,4,Mobile,3GL,.Net,IFPUG 4+,Business Application,Internet Banking,Re-development,0.43,35.95,5
2839,20.48,256,242.84,8960,14,4,Mobile,3GL,PHP,FiSMA,Business Application,Transaction System,Re-development,0.26,4.571,14
2840,53.22,902,939.53,6400,8,5,Embedded,3GL,C#,FiSMA,Mathematically Intensive Application,Air Traffic Management,New Development,4.45,22.55,8
2841,37.92,632,571.23,12800,16,5,Mobile,3GL,C++,FiSMA,Infrastructure Software,Internet Banking,Not Defined,1.57,7.9,16
2842,24.96,312,334.98,7200,9,5,Embedded,3GL,Python,IFPUG 4+,Infrastructure Software,Internet Banking,Not Defined,4.55,6.933,9
2843,24.0,300,318.56,3200,10,2,Embedded,3GL,ASP.Net,IFPUG 4+,Business Application,Website,Re-development,1.43,15.0,10
2844,19.18,325,340.96,3520,11,2,Mobile,3GL,C#,FiSMA,Business Application,E-Business,Re-development,1.04,14.773,11
2845,20.08,251,257.33,2400,3,5,Mobile,3GL,Javascript,NESMA,Business Application,Human Resources,Other,1.46,16.733,3
2846,63.68,796,741.69,1920,3,4,Embedded,3GL,Python,IFPUG 4+,Infrastructure Software,Internet Banking,Not Defined,4.89,66.333,3
2847,36.0,450,441.8,17920,8,14,Web,3GL,.Net,FiSMA,Infrastructure Software,Air Traffic Management,Other,1.17,4.018,8
2848,2.78,139,141.14,8640,6,9,Enterprise,4GL,Oracle Forms,FiSMA,Real-Time Application,IT Management,New Development,1.44,2.574,6
2849,14.6,292,300.43,9600,6,10,Enterprise,3GL,Visual Basic,NESMA,Real-Time Application,Website,Not Defined,4.3,4.867,6
2850,19.94,997,1035.16,24480,17,9,Enterprise,4GL,Oracle Forms,COSMIC,Real-Time Application,Human Resources,Re-development,1.04,6.516,17
2851,39.12,489,498.16,6400,5,8,Enterprise,3GL,.Net,FiSMA,Real-Time Application,Transaction System,Re-development,3.4,12.225,5
2852,8.98,449,458.22,19200,15,8,Enterprise,4GL,Oracle Forms,FiSMA,Business Application,E-Business,Not Defined,0.62,3.742,15
2853,1.85,142,154.03,6720,7,6,Enterprise,4GL,SQL,IFPUG 4+,Business Application,Air Traffic Management,Re-development,0.59,3.381,7
2854,11.1,222,223.84,28160,16,11,Enterprise,3GL,Visual Basic,COSMIC,Business Application,Air Traffic Management,Enhancement,0.81,1.261,16
2855,20.88,261,252.13,16000,10,10,Web,3GL,ASP.Net,FiSMA,Business Application,Air Traffic Management,New Development,0.71,2.61,10
2856,8.28,637,666.04,21600,15,9,Enterprise,4GL,SQL,COSMIC,Real-Time Application,Website,Enhancement,1.1,4.719,15
2857,26.32,329,316.61,5120,4,8,Web,3GL,.Net,FiSMA,Mathematically Intensive Application,Internet Banking,Other,1.62,10.281,4
2858,76.88,961,1002.53,7040,11,4,Embedded,3GL,PHP,NESMA,Infrastructure Software,IT Management,Enhancement,3.71,21.841,11
2859,50.88,636,572.53,7200,9,5,Embedded,3GL,Javascript,NESMA,Mathematically Intensive Application,Human Resources,Not Defined,2.14,14.133,9
2860,77.26,522,564.06,5760,12,3,Mobile,3GL,C,COSMIC,Mathematically Intensive Application,Internet Banking,Other,2.84,14.5,12
2861,34.56,432,401.32,5280,11,3,Mobile,3GL,ASP.Net,FiSMA,Infrastructure Software,E-Business,Other,1.67,13.091,11
2862,17.4,290,290.29,3360,7,3,Mobile,3GL,C++,IFPUG 4+,Infrastructure Software,Air Traffic Management,New Development,4.9,13.81,7
2863,15.96,266,267.08,5760,9,4,Mobile,3GL,Java,COSMIC,Business Application,Human Resources,Re-development,1.42,7.389,9
2864,124.76,843,789.09,7200,5,9,Web,3GL,C,NESMA,Business Application,E-Business,Other,0.88,18.733,5
2865,52.88,661,677.28,4800,10,3,Mobile,3GL,PHP,FiSMA,Real-Time Application,Air Traffic Management,Enhancement,3.73,22.033,10
2866,48.72,609,635.05,7680,12,4,Embedded,3GL,ASP.Net,IFPUG 4+,Infrastructure Software,Internet Banking,Not Defined,2.18,12.688,12
2867,20.4,255,254.94,4800,6,5,Embedded,3GL,Python,IFPUG 4+,Real-Time Application,Air Traffic Management,Enhancement,3.94,8.5,6
2868,11.6,580,620.29,18720,13,9,Enterprise,4GL,ABAP,FiSMA,Mathematically Intensive Application,Website,Re-development,0.31,4.957,13
2869,58.8,980,1048.36,4800,10,3,Embedded,3GL,C++,NESMA,Infrastructure Software,Internet Banking,Other,4.75,32.667,10
2870,52.24,653,622.54,7680,12,4,Web,3GL,ASP.Net,COSMIC,Business Application,Website,Not Defined,0.23,13.604,12
2871,37.44,468,443.24,1600,5,2,Embedded,3GL,Python,COSMIC,Business Application,IT Management,New Development,1.0,46.8,5
2872,75.68,946,947.79,7200,15,3,Mobile,3GL,Javascript,IFPUG 4+,Real-Time Application,Air Traffic Management,New Development,2.85,21.022,15
2873,22.68,378,342.85,1920,6,2,Embedded,3GL,Java,COSMIC,Real-Time Application,Internet Banking,Enhancement,1.11,31.5,6
2874,98.86,668,672.25,8960,14,4,Mobile,3GL,C,FiSMA,Infrastructure Software,Air Traffic Management,Enhancement,4.07,11.929,14
2875,45.44,568,562.66,4480,7,4,Mobile,3GL,PHP,COSMIC,Business Application,Human Resources,Not Defined,1.13,20.286,7
2876,14.15,283,290.16,21120,12,11,Enterprise,3GL,Visual Basic,IFPUG 4+,Mathematically Intensive Application,Air Traffic Management,Other,1.67,2.144,12
2877,31.68,528,521.93,1920,3,4,Mobile,3GL,Java,COSMIC,Mathematically Intensive Application,Human Resources,Re-development,2.98,44.0,3
2878,5.4,108,108.95,12000,15,5,Mobile,3GL,Visual Basic,COSMIC,Mathematically Intensive Application,Website,Re-development,3.82,1.44,15
2879,18.14,907,961.34,16640,8,13,Enterprise,4GL,PowerBuilder,NESMA,Real-Time Application,Air Traffic Management,Enhancement,0.32,8.721,8
2880,14.72,184,180.79,2400,5,3,Embedded,3GL,.Net,COSMIC,Business Application,Website,Re-development,0.96,12.267,5
2881,5.55,111,118.93,8960,8,7,Enterprise,3GL,Visual Basic,NESMA,Business Application,Air Traffic Management,Not Defined,1.17,1.982,8
2882,58.16,393,420.78,2880,6,3,Embedded,3GL,C,COSMIC,Infrastructure Software,IT Management,New Development,2.21,21.833,6
2883,124.47,841,828.86,3520,11,2,Mobile,3GL,C,FiSMA,Infrastructure Software,Human Resources,Other,1.36,38.227,11
2884,43.2,540,549.95,6400,8,5,Embedded,3GL,Python,NESMA,Business Application,Air Traffic Management,Not Defined,1.27,13.5,8
2885,11.9,595,638.91,10560,11,6,Enterprise,4GL,Oracle Forms,COSMIC,Infrastructure Software,E-Business,New Development,1.38,9.015,11
2886,69.6,870,897.63,2880,9,2,Mobile,3GL,ASP.Net,NESMA,Business Application,Website,Enhancement,0.84,48.333,9
2887,64.82,438,408.15,10240,16,4,Mobile,3GL,C,IFPUG 4+,Mathematically Intensive Application,Internet Banking,Other,2.61,6.844,16
2888,46.45,929,859.75,5760,9,4,Embedded,3GL,Visual Basic,NESMA,Real-Time Application,Transaction System,Enhancement,1.29,25.806,9
2889,48.16,602,608.31,1920,3,4,Enterprise,3GL,ASP.Net,COSMIC,Infrastructure Software,Human Resources,Other,2.24,50.167,3
2890,142.52,963,931.13,4000,5,5,Embedded,3GL,C,IFPUG 4+,Infrastructure Software,E-Business,Re-development,1.76,38.52,5
2891,10.28,514,525.88,19360,11,11,Enterprise,4GL,PowerBuilder,IFPUG 4+,Mathematically Intensive Application,E-Business,Not Defined,0.88,4.248,11
2892,64.16,802,756.61,23040,18,8,Web,3GL,ASP.Net,COSMIC,Infrastructure Software,Internet Banking,Other,2.01,5.569,18
2893,84.8,573,564.14,5120,4,8,Web,3GL,C,COSMIC,Infrastructure Software,Internet Banking,Other,2.42,17.906,4
2894,52.39,888,912.11,20800,10,13,Enterprise,3GL,C#,FiSMA,Infrastructure Software,IT Management,Re-development,3.61,6.831,10
2895,49.58,335,310.03,13600,17,5,Mobile,3GL,C,COSMIC,Business Application,Website,Not Defined,0.73,3.941,17
2896,10.03,170,183.41,1440,3,3,Embedded,3GL,C#,COSMIC,Real-Time Application,E-Business,Other,3.71,18.889,3
2897,23.52,392,365.41,3360,7,3,Web,3GL,C++,NESMA,Business Application,Human Resources,Enhancement,1.36,18.667,7
2898,28.26,479,515.2,3840,8,3,Mobile,3GL,C#,COSMIC,Infrastructure Software,E-Business,Not Defined,3.25,19.958,8
2899,36.48,456,447.71,3520,11,2,Embedded,3GL,Javascript,COSMIC,Business Application,E-Business,Other,1.32,20.727,11
2900,31.98,542,505.94,5760,6,6,Web,3GL,C#,IFPUG 4+,Real-Time Application,IT Management,New Development,1.36,15.056,6
2901,38.82,647,655.26,1920,4,3,Mobile,3GL,C++,IFPUG 4+,Business Application,Website,New Development,1.43,53.917,4
2902,48.24,804,870.13,11520,18,4,Embedded,3GL,C++,FiSMA,Real-Time Application,Air Traffic Management,Enhancement,1.83,11.167,18
2903,146.82,992,1083.83,8160,17,3,Mobile,3GL,C,FiSMA,Infrastructure Software,IT Management,Not Defined,2.23,19.451,17
2904,11.99,922,971.47,10400,13,5,Enterprise,4GL,SQL,COSMIC,Real-Time Application,Human Resources,Re-development,1.41,14.185,13
2905,8.16,136,127.7,10560,11,6,Web,3GL,C++,FiSMA,Infrastructure Software,E-Business,New Development,4.72,2.061,11
2906,12.94,647,705.96,7040,11,4,Enterprise,4GL,PowerBuilder,COSMIC,Mathematically Intensive Application,Internet Banking,New Development,0.85,14.705,11
2907,10.62,177,182.15,16000,10,10,Enterprise,3GL,C++,FiSMA,Real-Time Application,Air Traffic Management,New Development,4.61,1.77,10
2908,29.6,370,362.37,5760,18,2,Mobile,3GL,ASP.Net,FiSMA,Real-Time Application,Internet Banking,New Development,3.86,10.278,18
2909,59.1,985,907.02,6400,10,4,Web,3GL,Java,FiSMA,Infrastructure Software,Internet Banking,Other,3.22,24.625,10
2910,128.32,867,850.55,5600,7,5,Embedded,3GL,C,IFPUG 4+,Infrastructure Software,IT Management,New Development,3.73,24.771,7
2911,27.44,343,374.52,2560,8,2,Mobile,3GL,.Net,COSMIC,Real-Time Application,Transaction System,Other,4.02,21.438,8
2912,5.36,268,288.49,6240,3,13,Enterprise,4GL,PowerBuilder,FiSMA,Infrastructure Software,Air Traffic Management,New Development,0.75,6.872,3
2913,36.72,612,641.08,26880,14,12,Enterprise,3GL,C++,IFPUG 4+,Infrastructure Software,IT Management,New Development,2.16,3.643,14
2914,52.45,889,958.6,7040,11,4,Embedded,3GL,C#,FiSMA,Infrastructure Software,IT Management,Enhancement,4.97,20.205,11
2915,74.88,936,915.87,8320,13,4,Embedded,3GL,.Net,IFPUG 4+,Infrastructure Software,Website,Other,2.27,18.0,13
2916,27.84,348,333.01,19040,17,7,Web,3GL,Javascript,IFPUG 4+,Real-Time Application,IT Management,Other,4.74,2.924,17
2917,73.52,919,876.81,19200,12,10,Web,3GL,PHP,COSMIC,Infrastructure Software,Air Traffic Management,Re-development,3.92,7.658,12
2918,35.6,445,432.31,3360,7,3,Web,3GL,ASP.Net,FiSMA,Mathematically Intensive Application,Internet Banking,Enhancement,3.05,21.19,7
2919,43.38,723,693.28,15840,9,11,Web,3GL,Java,FiSMA,Business Application,Air Traffic Management,New Development,0.2,7.303,9
2920,51.36,347,314.72,11520,9,8,Web,3GL,C,FiSMA,Real-Time Application,IT Management,Other,2.85,4.819,9
2921,54.72,684,645.02,960,3,2,Embedded,3GL,ASP.Net,NESMA,Mathematically Intensive Application,Website,New Development,1.73,114.0,3
2922,13.08,654,702.96,11200,5,14,Enterprise,4GL,ABAP,FiSMA,Mathematically Intensive Application,IT Management,Enhancement,1.12,9.343,5
2923,31.92,399,374.12,5120,8,4,Mobile,3GL,.Net,NESMA,Business Application,Air Traffic Management,Re-development,0.82,12.469,8
2924,12.64,158,153.35,6400,8,5,Embedded,3GL,PHP,IFPUG 4+,Business Application,E-Business,Other,1.4,3.95,8
2925,57.76,979,910.26,4800,3,10,Web,3GL,C#,IFPUG 4+,Business Application,Air Traffic Management,New Development,1.3,32.633,3
2926,66.16,827,784.54,6720,14,3,Embedded,3GL,Python,COSMIC,Business Application,IT Management,Not Defined,0.29,19.69,14
2927,47.49,805,823.08,10080,7,9,Enterprise,3GL,C#,NESMA,Infrastructure Software,IT Management,Other,4.24,12.778,7
2928,70.32,879,793.95,20160,14,9,Web,3GL,Python,IFPUG 4+,Business Application,Internet Banking,Re-development,0.37,6.976,14
2929,36.28,615,576.18,2400,5,3,Embedded,3GL,C#,COSMIC,Business Application,Internet Banking,New Development,0.42,41.0,5
2930,64.8,810,815.27,5600,5,7,Enterprise,3GL,Javascript,IFPUG 4+,Infrastructure Software,Website,New Development,3.51,23.143,5
2931,20.88,261,272.89,8000,10,5,Embedded,3GL,Javascript,IFPUG 4+,Infrastructure Software,E-Business,Not Defined,3.64,5.22,10
2932,76.64,958,1005.85,1920,4,3,Mobile,3GL,ASP.Net,IFPUG 4+,Business Application,Internet Banking,Re-development,1.37,79.833,4
2933,53.36,667,669.5,10560,6,11,Enterprise,3GL,.Net,NESMA,Mathematically Intensive Application,Air Traffic Management,Not Defined,3.31,10.106,6
2934,53.04,899,979.84,1440,3,3,Mobile,3GL,C#,COSMIC,Business Application,E-Business,Other,0.32,99.889,3
2935,22.5,375,404.09,6400,10,4,Embedded,3GL,C++,FiSMA,Mathematically Intensive Application,IT Management,Not Defined,2.58,9.375,10
2936,32.55,651,654.18,1920,6,2,Embedded,3GL,Visual Basic,FiSMA,Real-Time Application,E-Business,Enhancement,3.21,54.25,6
2937,19.44,243,239.41,20160,9,14,Web,3GL,Python,IFPUG 4+,Mathematically Intensive Application,Air Traffic Management,Enhancement,3.44,1.929,9
2938,57.36,956,1024.18,5760,18,2,Embedded,3GL,C++,NESMA,Mathematically Intensive Application,Internet Banking,Not Defined,4.13,26.556,18
2939,53.04,663,626.5,4800,15,2,Embedded,3GL,PHP,COSMIC,Business Application,Transaction System,Other,0.42,22.1,15
2940,35.12,439,397.05,16000,10,10,Web,3GL,Python,COSMIC,Infrastructure Software,Human Resources,Not Defined,2.81,4.39,10
2941,64.82,438,395.01,20160,9,14,Web,3GL,C,IFPUG 4+,Mathematically Intensive Application,IT Management,Not Defined,1.7,3.476,9
2942,14.63,248,223.96,5760,12,3,Embedded,3GL,C#,FiSMA,Mathematically Intensive Application,Human Resources,Other,3.42,6.889,12
2943,20.24,343,331.04,1440,3,3,Web,3GL,C#,IFPUG 4+,Business Application,IT Management,Other,1.04,38.111,3
2944,42.88,536,512.77,4480,7,4,Embedded,3GL,Javascript,IFPUG 4+,Mathematically Intensive Application,E-Business,New Development,1.18,19.143,7
2945,6.88,529,531.53,12320,11,7,Enterprise,4GL,SQL,FiSMA,Business Application,Transaction System,Enhancement,1.12,6.87,11
2946,63.04,788,771.87,4320,3,9,Web,3GL,ASP.Net,COSMIC,Business Application,Transaction System,Other,0.96,29.185,3
2947,23.8,476,473.54,8320,13,4,Web,3GL,Visual Basic,FiSMA,Real-Time Application,IT Management,Other,5.0,9.154,13
2948,20.34,339,352.45,5440,17,2,Embedded,3GL,Java,IFPUG 4+,Infrastructure Software,IT Management,Other,1.81,9.971,17
2949,26.49,449,428.35,10880,17,4,Embedded,3GL,C#,NESMA,Real-Time Application,Website,Other,4.23,6.603,17
2950,12.62,631,681.11,30720,16,12,Enterprise,4GL,PowerBuilder,IFPUG 4+,Infrastructure Software,Air Traffic Management,Not Defined,1.45,3.286,16
2951,13.04,163,170.85,22880,13,11,Enterprise,3GL,Javascript,NESMA,Mathematically Intensive Application,Air Traffic Management,Enhancement,2.44,1.14,13
2952,45.52,569,521.78,5280,11,3,Mobile,3GL,ASP.Net,NESMA,Infrastructure Software,Air Traffic Management,Other,1.04,17.242,11
2953,1.56,120,130.35,26400,15,11,Enterprise,4GL,SQL,NESMA,Business Application,E-Business,Re-development,0.69,0.727,15
2954,62.32,779,721.46,3840,12,2,Mobile,3GL,PHP,COSMIC,Business Application,Air Traffic Management,Not Defined,0.64,32.458,12
2955,33.36,417,385.83,35840,16,14,Web,3GL,Python,NESMA,Infrastructure Software,E-Business,New Development,3.8,1.862,16
2956,74.74,505,489.97,8640,18,3,Embedded,3GL,C,COSMIC,Business Application,Human Resources,Re-development,0.29,9.352,18
2957,18.96,237,227.41,5760,4,9,Web,3GL,Python,IFPUG 4+,Infrastructure Software,Transaction System,Other,1.26,6.583,4
2958,20.52,342,333.27,2400,5,3,Embedded,3GL,C++,IFPUG 4+,Business Application,IT Management,New Development,0.97,22.8,5
2959,59.52,744,767.9,8800,5,11,Enterprise,3GL,Python,IFPUG 4+,Business Application,Website,Not Defined,0.53,13.527,5
2960,10.76,538,569.06,13600,17,5,Enterprise,4GL,Oracle Forms,COSMIC,Business Application,IT Management,Re-development,1.11,6.329,17
2961,14.55,291,286.91,2880,6,3,Mobile,3GL,Visual Basic,NESMA,Mathematically Intensive Application,IT Management,New Development,1.22,16.167,6
2962,93.39,631,584.13,9600,12,5,Mobile,3GL,C,IFPUG 4+,Mathematically Intensive Application,Website,New Development,3.02,10.517,12
2963,44.08,551,533.7,3520,11,2,Embedded,3GL,Javascript,FiSMA,Real-Time Application,Human Resources,New Development,1.43,25.045,11
2964,53.16,886,837.97,5440,17,2,Mobile,3GL,Java,NESMA,Business Application,Transaction System,Other,0.67,26.059,17
2965,58.06,984,993.63,12800,16,5,Embedded,3GL,C#,IFPUG 4+,Infrastructure Software,Website,Not Defined,1.18,12.3,16
2966,18.1,362,394.22,19040,17,7,Enterprise,3GL,Visual Basic,NESMA,Infrastructure Software,IT Management,Not Defined,2.9,3.042,17
2967,67.93,459,456.37,1440,3,3,Embedded,3GL,C,FiSMA,Business Application,Website,Re-development,0.58,51.0,3
2968,18.94,321,295.14,7200,9,5,Mobile,3GL,C#,FiSMA,Business Application,Internet Banking,Other,1.08,7.133,9
2969,50.33,853,927.69,8160,17,3,Embedded,3GL,C#,FiSMA,Real-Time Application,E-Business,Not Defined,3.0,16.725,17
2970,23.76,396,424.3,6400,10,4,Mobile,3GL,C++,NESMA,Mathematically Intensive Application,Human Resources,Other,2.8,9.9,10
2971,65.12,814,749.64,8640,18,3,Mobile,3GL,ASP.Net,NESMA,Mathematically Intensive Application,E-Business,Not Defined,3.04,15.074,18
2972,22.44,374,381.94,4800,10,3,Embedded,3GL,C++,FiSMA,Business Application,Website,Not Defined,0.64,12.467,10
2973,9.28,116,121.02,7040,4,11,Enterprise,3GL,PHP,NESMA,Infrastructure Software,Human Resources,Re-development,1.15,2.636,4
2974,78.14,528,543.39,14400,18,5,Embedded,3GL,C,FiSMA,Real-Time Application,Website,Re-development,2.89,5.867,18
2975,37.11,629,644.37,2880,9,2,Mobile,3GL,C#,NESMA,Business Application,Air Traffic Management,Other,0.57,34.944,9
2976,12.42,621,666.93,4000,5,5,Enterprise,4GL,Oracle Forms,COSMIC,Mathematically Intensive Application,Website,Enhancement,1.28,24.84,5
2977,46.56,582,535.47,12000,15,5,Embedded,3GL,.Net,COSMIC,Business Application,Website,Other,0.69,7.76,15
2978,56.32,704,711.86,8640,18,3,Mobile,3GL,.Net,NESMA,Infrastructure Software,Website,New Development,1.84,13.037,18
2979,16.26,271,284.87,4800,6,5,Embedded,3GL,C++,FiSMA,Real-Time Application,IT Management,Enhancement,1.94,9.033,6
2980,12.0,240,219.83,4800,15,2,Embedded,3GL,Visual Basic,IFPUG 4+,Real-Time Application,E-Business,Other,1.37,8.0,15
2981,45.37,769,756.91,28800,18,10,Web,3GL,C#,FiSMA,Business Application,Air Traffic Management,New Development,0.89,4.272,18
2982,36.8,460,420.09,3200,4,5,Mobile,3GL,ASP.Net,COSMIC,Infrastructure Software,Human Resources,Not Defined,1.51,23.0,4
2983,24.72,412,403.77,21120,12,11,Web,3GL,Java,COSMIC,Real-Time Application,Human Resources,Not Defined,4.16,3.121,12
2984,58.16,727,690.27,6720,7,6,Web,3GL,ASP.Net,COSMIC,Infrastructure Software,E-Business,Re-development,1.64,17.31,7
2985,12.4,954,993.55,16800,15,7,Enterprise,4GL,SQL,NESMA,Mathematically Intensive Application,Internet Banking,New Development,0.5,9.086,15
2986,34.4,430,424.29,8000,10,5,Mobile,3GL,ASP.Net,FiSMA,Mathematically Intensive Application,IT Management,Enhancement,2.18,8.6,10
2987,7.34,565,600.03,8960,4,14,Enterprise,4GL,SQL,NESMA,Mathematically Intensive Application,Human Resources,New Development,0.28,10.089,4
2988,69.04,863,881.85,8160,17,3,Mobile,3GL,.Net,FiSMA,Business Application,Internet Banking,Other,1.13,16.922,17
2989,61.52,769,796.46,8960,14,4,Embedded,3GL,PHP,IFPUG 4+,Real-Time Application,Internet Banking,Not Defined,2.92,13.732,14
2990,60.72,759,699.4,7200,9,5,Web,3GL,Python,COSMIC,Mathematically Intensive Application,Website,Other,2.68,16.867,9
2991,26.32,329,303.67,14400,15,6,Web,3GL,Python,IFPUG 4+,Real-Time Application,IT Management,Other,1.13,3.656,15
2992,17.35,294,276.88,11520,18,4,Mobile,3GL,C#,FiSMA,Business Application,IT Management,Re-development,0.76,4.083,18
2993,49.44,618,563.13,6720,14,3,Embedded,3GL,Python,IFPUG 4+,Infrastructure Software,Internet Banking,Re-development,4.43,14.714,14
2994,51.76,647,584.92,3360,7,3,Mobile,3GL,PHP,NESMA,Mathematically Intensive Application,Website,Not Defined,3.65,30.81,7
2995,27.9,558,610.0,1920,3,4,Mobile,3GL,Visual Basic,NESMA,Real-Time Application,Transaction System,Other,4.8,46.5,3
2996,5.5,110,100.28,7680,12,4,Embedded,3GL,Visual Basic,FiSMA,Business Application,Transaction System,Re-development,0.49,2.292,12
2997,63.64,430,445.05,40320,18,14,Enterprise,3GL,C,IFPUG 4+,Business Application,Website,Enhancement,0.49,1.706,18
2998,28.27,191,173.15,8960,14,4,Mobile,3GL,C,NESMA,Mathematically Intensive Application,Air Traffic Management,Not Defined,4.7,3.411,14
2999,64.64,808,783.95,3840,6,4,Web,3GL,ASP.Net,IFPUG 4+,Business Application,IT Management,New Development,1.06,33.667,6
3000,139.71,944,948.47,3200,4,5,Embedded,3GL,C,COSMIC,Real-Time Application,Air Traffic Management,Not Defined,2.42,47.2,4
3001,13.46,673,698.5,7680,4,12,Enterprise,4GL,Oracle Forms,IFPUG 4+,Mathematically Intensive Application,Transaction System,Re-development,0.95,14.021,4
3002,63.52,794,771.9,11520,9,8,Web,3GL,PHP,NESMA,Business Application,E-Business,New Development,0.71,11.028,9
3003,45.28,566,574.99,17280,18,6,Enterprise,3GL,.Net,FiSMA,Infrastructure Software,E-Business,Re-development,1.01,5.241,18
3004,68.88,861,936.34,4800,6,5,Embedded,3GL,PHP,FiSMA,Real-Time Application,IT Management,Not Defined,2.83,28.7,6
3005,76.81,519,538.99,2240,7,2,Embedded,3GL,C,FiSMA,Real-Time Application,Transaction System,Enhancement,4.51,37.071,7
3006,53.76,672,631.7,16000,10,10,Web,3GL,.Net,FiSMA,Real-Time Application,Internet Banking,Re-development,1.15,6.72,10
3007,61.28,766,776.93,2240,7,2,Embedded,3GL,Javascript,FiSMA,Business Application,Website,Not Defined,1.24,54.714,7
3008,43.56,726,770.62,29920,17,11,Enterprise,3GL,Java,COSMIC,Business Application,IT Management,Enhancement,0.82,3.882,17
3009,57.28,716,764.07,13600,17,5,Mobile,3GL,ASP.Net,FiSMA,Real-Time Application,IT Management,Enhancement,4.01,8.424,17
3010,62.08,776,738.31,6240,13,3,Mobile,3GL,PHP,FiSMA,Mathematically Intensive Application,E-Business,New Development,3.13,19.897,13
3011,56.24,703,709.54,10880,17,4,Embedded,3GL,ASP.Net,FiSMA,Infrastructure Software,E-Business,New Development,1.89,10.338,17
3012,56.52,942,1026.53,5760,9,4,Embedded,3GL,C++,COSMIC,Business Application,Air Traffic Management,Enhancement,1.34,26.167,9
3013,9.72,486,534.29,12480,6,13,Enterprise,4GL,PowerBuilder,NESMA,Real-Time Application,Human Resources,Not Defined,0.51,6.231,6
3014,19.06,953,1044.51,17280,12,9,Enterprise,4GL,ABAP,IFPUG 4+,Real-Time Application,E-Business,New Development,1.32,8.824,12
3015,21.18,353,341.37,28800,15,12,Web,3GL,C++,FiSMA,Business Application,E-Business,Re-development,1.44,1.961,15
3016,2.98,149,149.75,5760,6,6,Enterprise,4GL,PowerBuilder,IFPUG 4+,Business Application,Internet Banking,Other,0.29,4.139,6
3017,25.96,440,397.49,2880,3,6,Web,3GL,C#,NESMA,Real-Time Application,IT Management,Not Defined,2.86,24.444,3
3018,11.76,196,208.98,8960,14,4,Mobile,3GL,Java,IFPUG 4+,Infrastructure Software,Website,Other,2.09,3.5,14
3019,5.12,394,394.62,26880,14,12,Enterprise,4GL,SQL,FiSMA,Real-Time Application,Air Traffic Management,Not Defined,0.31,2.345,14
3020,34.56,432,472.83,20480,16,8,Enterprise,3GL,PHP,IFPUG 4+,Infrastructure Software,Human Resources,New Development,2.02,3.375,16
3021,83.92,567,518.12,6240,13,3,Mobile,3GL,C,COSMIC,Mathematically Intensive Application,Air Traffic Management,Not Defined,4.55,14.538,13
3022,12.22,611,667.48,17600,11,10,Enterprise,4GL,ABAP,NESMA,Business Application,IT Management,Other,0.68,5.555,11
3023,8.4,140,144.36,3360,3,7,Enterprise,3GL,C++,FiSMA,Mathematically Intensive Application,Website,Enhancement,4.09,6.667,3
3024,5.18,259,263.32,9600,15,4,Enterprise,4GL,Oracle Forms,FiSMA,Mathematically Intensive Application,Transaction System,Re-development,0.37,4.317,15
3025,95.31,644,635.36,23040,12,12,Web,3GL,C,NESMA,Mathematically Intensive Application,Transaction System,Re-development,2.8,4.472,12
3026,46.4,580,634.35,4480,4,7,Enterprise,3GL,ASP.Net,COSMIC,Infrastructure Software,Internet Banking,New Development,3.87,20.714,4
3027,27.0,450,416.32,17920,8,14,Web,3GL,C++,COSMIC,Infrastructure Software,Human Resources,Not Defined,3.88,4.018,8
3028,18.5,370,371.24,2560,4,4,Enterprise,3GL,Visual Basic,NESMA,Business Application,IT Management,Not Defined,0.26,23.125,4
3029,14.88,248,238.12,6240,13,3,Embedded,3GL,Java,COSMIC,Mathematically Intensive Application,Human Resources,Enhancement,3.21,6.359,13
